"ave_melanism_dorsal","ave_melanism_ventral","MAT","AnnualPrecipitation","MajorAxis_Dorsal","siteName","IL_Site","Tribe","Genus","SpeciesName","longitude","latitude","meanSoilMoisture","beetleAbundance","meanSoilTemp","mammalAbundance","meanVPD","rsds"
167.181,160.139,4.75,520.1,11.787,"Chase Lake National Wildlife Refuge NEON","WOOD","Harpalini","Anisodactylus","Anisodactylus nigrita",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
148.67,149.619,4.75,520.1,11.284,"Chase Lake National Wildlife Refuge NEON","WOOD","Harpalini","Anisodactylus","Anisodactylus nigrita",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
153.418,132.656,4.75,520.1,11.92,"Chase Lake National Wildlife Refuge NEON","WOOD","Harpalini","Anisodactylus","Anisodactylus nigrita",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
246.584,231.987,4.75,520.1,3.03,"Chase Lake National Wildlife Refuge NEON","WOOD","Bembidiini","Bembidion","Bembidion quadrimaculatum oppositum",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
176.393,196.227,18.45,1354.2,14.618,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
193.417,273.555,12.65,1019.5,13.097,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
242.93,251.239,18.45,1354.2,9.266,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
214.577,232.274,12.65,1019.5,13.683,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
188.292,203.322,18.45,1354.2,15.022,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
199.854,291.206,12.65,1019.5,10.794,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
191.809,296.001,12.65,1019.5,13.601,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
199.903,231.852,18.45,1354.2,15.512,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
178.195,196.707,18.45,1354.2,14.16,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
234.756,230.245,18.45,1354.2,13.854,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
176.356,281.595,12.65,1019.5,13.708,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
195.91,267.835,12.65,1019.5,15.132,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
193.65,284.511,12.65,1019.5,13.646,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
202.635,224.939,12.65,1019.5,13.713,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
231.131,236.187,18.45,1354.2,15.21,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
215.466,229.313,18.45,1354.2,13.557,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
167.501,195.22,12.65,1019.5,15.194,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
184.281,294.012,12.65,1019.5,13.831,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
200.159,196.533,18.45,1354.2,13.915,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
192.653,262.925,12.65,1019.5,14.034,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
180.015,208.902,18.45,1354.2,15.648,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
204.439,201.487,12.65,1019.5,12.532,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
224.163,218.33,12.65,1019.5,13.656,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
192.816,197.383,12.65,1019.5,13.663,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
230.522,196.403,18.45,1354.2,13.934,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
232.737,266.078,18.45,1354.2,15.357,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
205.125,231.444,12.65,1019.5,13.899,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
201.029,220.675,18.45,1354.2,15.639,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
201.59,219.93,12.65,1019.5,15.005,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
285.816,206.527,12.65,1019.5,16.801,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
248.768,254.289,18.45,1354.2,12.696,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
232.588,207.081,18.45,1354.2,16.198,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
278.045,216.822,12.65,1019.5,13.033,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
257.813,280.58,12.65,1019.5,14.681,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
276.58,229.078,12.65,1019.5,16.843,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
185.818,196.268,18.45,1354.2,16.575,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
217.195,220.386,12.65,1019.5,14.493,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
206.183,211.726,18.45,1354.2,14.71,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
259.626,208.099,12.65,1019.5,14.965,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
298.206,233.357,12.65,1019.5,15.057,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
282.649,191.286,12.65,1019.5,15.105,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
225.406,229.861,18.45,1354.2,12.372,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
225.374,237.938,12.65,1019.5,14.223,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
200.895,228.007,18.45,1354.2,13.031,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
213.448,234.133,18.45,1354.2,18.483,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
228.422,201.841,18.45,1354.2,15.728,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
263.037,214.321,12.65,1019.5,17.456,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
216.534,173.282,18.45,1354.2,15.374,"Dead Lake NEON","DELA","Brachinini","Brachinus","Brachinus alternans",-87.80388,32.54173,400.5,46.3571428571429,18.392966621324,50.1666666666667,979.983333333333,16.456
198.22,201.301,12.65,1019.5,14.038,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
173.83,174.222,12.65,1019.5,13.522,"KU Field Station NEON","UKFS","Brachinini","Brachinus","Brachinus alternans",-95.19215,39.04043,427,46.0714285714286,13.3953859175004,322.766666666667,746.425,15.808
215.1,193.411,4.75,520.1,8.76,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
209.211,227.678,4.75,520.1,8.638,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
190.941,206.844,4.75,520.1,10.417,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
180.759,263.311,4.75,520.1,9.306,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
188.083,278.924,4.75,520.1,8.748,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
194.812,182.699,4.75,520.1,10.117,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
168.958,253.601,4.75,520.1,8.65,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
152.97,261.103,4.75,520.1,9.044,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
182.913,220.368,4.75,520.1,8.112,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
182.748,241.343,4.75,520.1,9.484,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
175.659,215.639,4.75,520.1,9.027,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
189.373,210.901,4.75,520.1,9.487,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
158.087,231.859,4.75,520.1,9.195,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
205.798,210.258,4.75,520.1,8.278,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
162.718,238.299,4.75,520.1,8.402,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
250.099,179.538,4.75,520.1,8.571,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
219.23,251.189,4.75,520.1,9.166,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
194.516,204.743,4.75,520.1,11.103,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
215.847,197.958,4.75,520.1,9.204,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
193.584,244.417,4.75,520.1,8.765,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
188.452,198.381,4.75,520.1,10.084,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
190.698,189.496,4.75,520.1,8.798,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
183.311,251.853,4.75,520.1,7.475,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
202.049,203.224,4.75,520.1,8.617,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
205.153,193.222,4.75,520.1,8.776,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
196.84,212.294,4.75,520.1,8.702,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
184.312,272.358,4.75,520.1,8.925,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
165.022,226.14,4.75,520.1,8.651,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
185.714,265.04,4.75,520.1,7.72,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
193.778,301.718,4.75,520.1,9.696,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
190.109,203.813,4.75,520.1,9.692,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
196.78,201.055,4.75,520.1,8.47,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
193.545,223.097,4.75,520.1,8.179,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
200.148,271.944,4.75,520.1,8.683,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
208.941,194.958,4.75,520.1,7.894,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
215.999,246.898,4.75,520.1,9.664,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
223.123,231.697,4.75,520.1,9.996,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
209.121,269.802,4.75,520.1,8.375,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
233.634,258.2,4.75,520.1,9.707,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
178.254,267.739,4.75,520.1,8.945,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
216.251,235.185,4.75,520.1,7.664,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
201.411,198.189,4.75,520.1,8.781,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
194.759,202.975,4.75,520.1,9.47,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
198.596,239.301,4.75,520.1,9.936,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
205.679,225.437,4.75,520.1,9.042,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
184.276,236.322,4.75,520.1,9.861,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
219.715,228.747,4.75,520.1,9.258,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
195.792,277.626,4.75,520.1,7.956,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
196.733,184.552,4.75,520.1,8.38,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
191.264,224.999,4.75,520.1,7.866,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
195.003,197.981,4.75,520.1,7.838,"Chase Lake National Wildlife Refuge NEON","WOOD","Brachinini","Brachinus","Brachinus cyanochroaticus",-99.24133,47.1282,416,80.8571428571429,6.94289699737611,677.42099280835,468.458333333333,14.421
